0.54091,-0.42811,-0.67011,0.78576,-0.057143,-0.63831,0.40642,0.86044,-0.45047,0.90631,-0.25272,0.2227,1.2864,0.032094,0.25179,-0.2036
0.023098,0.54091,-0.42811,-0.67011,0.78576,-0.057143,-0.63831,0.40642,-0.90784,-0.45047,0.90631,-0.25272,0.2227,1.2864,0.032094,0.25179
0.13645,0.023098,0.54091,-0.42811,-0.67011,0.78576,-0.057143,-0.63831,0.94714,-0.90784,-0.45047,0.90631,-0.25272,0.2227,1.2864,0.032094
1.2185,0.13645,0.023098,0.54091,-0.42811,-0.67011,0.78576,-0.057143,-0.15534,0.94714,-0.90784,-0.45047,0.90631,-0.25272,0.2227,1.2864
-0.072533,1.2185,0.13645,0.023098,0.54091,-0.42811,-0.67011,0.78576,-0.42314,-0.15534,0.94714,-0.90784,-0.45047,0.90631,-0.25272,0.2227
0.48318,-0.072533,1.2185,0.13645,0.023098,0.54091,-0.42811,-0.67011,-0.14783,-0.42314,-0.15534,0.94714,-0.90784,-0.45047,0.90631,-0.25272
0.70138,0.48318,-0.072533,1.2185,0.13645,0.023098,0.54091,-0.42811,1.3248,-0.14783,-0.42314,-0.15534,0.94714,-0.90784,-0.45047,0.90631
-0.89423,0.70138,0.48318,-0.072533,1.2185,0.13645,0.023098,0.54091,0.63559,1.3248,-0.14783,-0.42314,-0.15534,0.94714,-0.90784,-0.45047
-0.94503,-0.89423,0.70138,0.48318,-0.072533,1.2185,0.13645,0.023098,0.46812,0.63559,1.3248,-0.14783,-0.42314,-0.15534,0.94714,-0.90784
-0.2453,-0.94503,-0.89423,0.70138,0.48318,-0.072533,1.2185,0.13645,0.3814,0.46812,0.63559,1.3248,-0.14783,-0.42314,-0.15534,0.94714
0.67672,-0.2453,-0.94503,-0.89423,0.70138,0.48318,-0.072533,1.2185,0.2236,0.3814,0.46812,0.63559,1.3248,-0.14783,-0.42314,-0.15534
-0.4331,0.67672,-0.2453,-0.94503,-0.89423,0.70138,0.48318,-0.072533,0.32964,0.2236,0.3814,0.46812,0.63559,1.3248,-0.14783,-0.42314
-0.71779,-0.4331,0.67672,-0.2453,-0.94503,-0.89423,0.70138,0.48318,0.65461,0.32964,0.2236,0.3814,0.46812,0.63559,1.3248,-0.14783
-0.86598,-0.71779,-0.4331,0.67672,-0.2453,-0.94503,-0.89423,0.70138,-0.51445,0.65461,0.32964,0.2236,0.3814,0.46812,0.63559,1.3248
0.06114,-0.86598,-0.71779,-0.4331,0.67672,-0.2453,-0.94503,-0.89423,0.089704,-0.51445,0.65461,0.32964,0.2236,0.3814,0.46812,0.63559
0.74333,0.06114,-0.86598,-0.71779,-0.4331,0.67672,-0.2453,-0.94503,-0.0079032,0.089704,-0.51445,0.65461,0.32964,0.2236,0.3814,0.46812
0.55636,0.74333,0.06114,-0.86598,-0.71779,-0.4331,0.67672,-0.2453,0.82231,-0.0079032,0.089704,-0.51445,0.65461,0.32964,0.2236,0.3814
1.0765,0.55636,0.74333,0.06114,-0.86598,-0.71779,-0.4331,0.67672,0.25437,0.82231,-0.0079032,0.089704,-0.51445,0.65461,0.32964,0.2236
-0.93583,1.0765,0.55636,0.74333,0.06114,-0.86598,-0.71779,-0.4331,-0.31757,0.25437,0.82231,-0.0079032,0.089704,-0.51445,0.65461,0.32964
0.17537,-0.93583,1.0765,0.55636,0.74333,0.06114,-0.86598,-0.71779,-0.39472,-0.31757,0.25437,0.82231,-0.0079032,0.089704,-0.51445,0.65461
